iter	Passed	Remaining
178	4156	19062
179	4186	19070
180	4208	19044
181	4236	19042
182	4266	19049
183	4286	19009
184	4306	18972
185	4325	18930
186	4353	18928
187	4390	18964
188	4413	18936
189	4432	18898
190	4453	18862
191	4484	18871
192	4513	18871
193	4544	18879
194	4572	18876
195	4597	18858
196	4619	18829
197	4639	18794
198	4660	18758
199	4681	18725
200	4712	18733
201	4735	18708
202	4758	18682
203	4778	18644
204	4804	18631
205	4853	18705
206	4878	18690
207	4900	18658
208	4924	18636
209	4950	18623
210	4977	18613
211	5001	18589
212	5027	18576
213	5065	18604
214	5090	18586
215	5123	18597
216	5160	18621
217	5193	18630
218	5226	18640
219	5247	18605
220	5267	18567
221	5297	18566
222	5324	18550
223	5347	18523
224	5398	18595
225	5424	18578
226	5445	18544
227	5472	18528
228	5500	18520
229	5535	18531
230	5556	18498
231	5577	18464
232	5596	18424
233	5619	18395
234	5641	18364
235	5661	18329
236	5684	18300
237	5710	18282
238	5731	18251
239	5753	18218
240	5774	18184
241	5803	18179
242	5826	18150
243	5852	18133
244	5882	18128
245	5906	18104
246	5929	18077
247	5950	18044
248	5974	18019
249	6014	18042
250	6043	18034
251	6064	17999
252	6087	17973
253	6114	17959
254	6142	17945
255	6164	17915
256	6196	17913
257	6223	17899
258	6244	17866
259	6277	17866
260	6305	17853
261	6341	17862
262	6367	17844
263	6390	17816
264	6417	17798
265	6448	17795
266	6470	17762
267	6494	17739
268	6521	17721
269	6544	17694
270	6600	17756
271	6649	17798
272	6676	17778
273	6697	17745
274	6720	17716
275	6742	17687
276	6769	17669
277	6793	17643
278	6816	17614
279	6837	17581
280	6866	17570
281	6887	17536
282	6920	17532
283	6943	17505
284	6996	17552
285	7020	17527
286	7048	17511
287	7074	17490
288	7094	17454
289	7118	17429
290	7138	17392
291	7162	17366
292	7194	17360
293	7221	17342
294	7245	17314
295	7267	17285
296	7289	17255
297	7312	17226
298	7349	17231
299	7379	17218
300	7411	17212
301	7435	17186
302	7460	17161
303	7486	17141
304	7513	17121
305	7537	17094
306	7556	17056
307	7578	17026
308	7601	16997
309	7629	16981
310	7663	16978
311	7694	16966
312	7716	16936
313	7741	16912
314	7764	16884
315	7785	16851
316	7811	16831
317	7871	16881
318	7901	16868
319	7924	16839
320	7954	16825
321	7972	16787
322	7995	16758
323	8019	16731
324	8046	16712
325	8082	16710
326	8111	16693
327	8130	16656
328	8184	16691
329	8215	16679
330	8235	16645
331	8257	16613
332	8310	16646
333	8337	16624
334	8357	16590
335	8382	16565
336	8424	16573
337	8451	16553
338	8469	16515
339	8493	16487
340	8517	16460
341	8559	16467
342	8581	16436
343	8603	16407
344	8634	16393
345	8664	16377
346	8711	16394
347	8734	16365
348	8765	16349
349	8789	16323
350	8831	16329
351	8854	16300
352	8885	16286
353	8915	16269
354	8937	16238
355	8960	16209
356	8997	16205
357	9019	16175
358	9047	16155
359	9071	16127
360	9106	16119
361	9131	16093
362	9152	16061
363	9173	16027
364	9224	16047
365	9245	16016
366	9267	15985
367	9289	15953
368	9326	15948
369	9354	15928
370	9392	15923
371	9428	15916
372	9454	15892
373	9477	15863
374	9501	15836
375	9527	15810
376	9553	15786
377	9577	15759
378	9613	15751
379	9633	15718
380	9662	15698
381	9717	15721
382	9741	15693
383	9769	15672
384	9792	15642
385	9815	15613
386	9844	15593
387	9874	15575
388	9902	15553
389	9925	15524
390	9982	15548
391	10029	15556
392	10051	15524
393	10071	15491
394	10115	15492
395	10143	15470
396	10164	15439
397	10189	15412
398	10219	15393
399	10245	15368
400	10276	15350
401	10302	15325
402	10324	15294
403	10347	15265
404	10373	15239
405	10423	15250
406	10454	15231
407	10477	15202
408	10503	15177
409	10532	15156
410	10560	15134
411	10587	15109
412	10612	15083
413	10634	15052
414	10660	15028
415	10682	14996
416	10708	14971
417	10735	14947
418	10760	14920
419	10785	14894
420	10812	14870
421	10838	14845
422	10858	14811
423	10883	14785
424	10907	14757
425	10931	14729
426	10956	14703
427	10987	14684
428	11008	14651
429	11027	14617
430	11067	14610
431	11090	14582
432	11113	14552
433	11143	14532
434	11162	14498
435	11181	14464
436	11204	14435
437	11228	14407
438	11253	14380
439	11278	14354
440	11300	14324
441	11341	14317
442	11368	14293
443	11390	14263
444	11414	14235
445	11435	14205
446	11458	14175
447	11486	14153
448	11509	14124
449	11546	14112
450	11571	14086
451	11597	14060
452	11617	14028
453	11648	14008
454	11673	13982
455	11696	13953
456	11722	13928
457	11748	13903
458	11785	13890
459	11818	13873
460	11846	13850
461	11868	13820
462	11888	13788
463	11913	13762
464	11937	13734
465	11966	13712
466	11989	13684
467	12019	13663
468	12038	13629
469	12059	13598
470	12080	13568
471	12112	13549
472	12138	13523
473	12169	13504
474	12202	13486
475	12224	13456
476	12265	13448
477	12294	13425
478	12320	13400
479	12341	13370
480	12362	13339
481	12395	13321
482	12417	13291
483	12440	13263
484	12463	13234
485	12489	13209
486	12523	13192
487	12550	13168
488	12572	13138
489	12617	13132
490	12652	13116
491	12677	13089
492	12700	13061
493	12723	13032
494	12764	13022
495	12786	12992
496	12817	12972
497	12844	12947
498	12865	12917
499	12893	12893
500	12928	12876
501	12950	12847
502	12975	12820
503	12998	12791
504	13019	12761
505	13039	12730
506	13064	12703
507	13092	12680
508	13126	12662
509	13164	12648
510	13187	12620
511	13251	12630
512	13277	12604
513	13301	12576
514	13323	12547
515	13351	12523
516	13371	12492
517	13395	12464
518	13428	12445
519	13466	12431
520	13494	12406
521	13521	12381
522	13548	12356
523	13571	12328
524	13622	12325
525	13645	12296
526	13668	12267
527	13690	12238
528	13711	12207
529	13730	12176
530	13752	12146
531	13781	12123
532	13803	12094
533	13822	12062
534	13844	12033
535	13885	12019
536	13914	11997
537	13939	11970
538	13975	11952
539	14005	11930
540	14038	11910
541	14062	11882
542	14089	11858
543	14113	11830
544	14141	11806
545	14166	11779
546	14189	11751
547	14221	11729
548	14249	11705
549	14271	11676
550	14292	11647
551	14315	11618
552	14340	11591
553	14367	11566
554	14395	11542
555	14436	11528
556	14465	11504
557	14487	11475
558	14514	11450
559	14543	11426
560	14570	11402
561	14593	11373
562	14615	11344
563	14640	11318
564	14668	11293
565	14693	11266
566	14733	11251
567	14755	11222
568	14778	11194
569	14806	11170
570	14838	11148
571	14874	11129
572	14901	11104
573	14923	11075
574	14948	11048
575	14974	11022
576	14998	10995
577	15023	10968
578	15041	10937
579	15064	10908
580	15092	10884
581	15116	10856
582	15138	10827
583	15163	10801
584	15193	10778
585	15218	10751
586	15245	10726
587	15269	10699
588	15296	10673
589	15318	10645
590	15371	10638
591	15396	10611
592	15424	10586
593	15451	10560
594	15472	10531
595	15500	10506
596	15520	10476
597	15554	10456
598	15575	10427
599	15614	10409
600	15641	10384
601	15667	10358
602	15702	10338
603	15723	10309
604	15756	10287
605	15785	10263
606	15808	10235
607	15832	10207
608	15858	10181
609	15883	10155
610	15905	10126
611	15937	10104
612	15965	10079
613	15992	10054
614	16016	10026
615	16039	9998
616	16070	9975
617	16099	9951
618	16125	9925
619	16158	9903
620	16181	9875
621	16205	9848
622	16238	9826
623	16262	9799
624	16294	9776
625	16349	9768
626	16371	9739
627	16392	9709
628	16422	9686
629	16449	9660
630	16476	9635
631	16508	9612
632	16551	9596
633	16582	9572
634	16610	9547
635	16634	9520
636	16658	9492
637	16682	9465
638	16712	9441
639	16740	9416
640	16765	9389
641	16795	9365
642	16817	9337
643	16865	9323
644	16905	9304
645	16937	9281
646	16995	9272
647	17032	9252
648	17054	9223
649	17080	9197
650	17111	9173
651	17175	9167
652	17205	9142
653	17232	9116
654	17252	9087
655	17279	9061
656	17307	9035
657	17338	9011
658	17380	8993
659	17410	8969
660	17434	8941
661	17477	8923
662	17513	8901
663	17537	8874
664	17559	8846
665	17593	8823
666	17613	8793
667	17639	8766
668	17662	8738
669	17685	8710
670	17708	8682
671	17744	8660
672	17763	8631
673	17785	8602
674	17805	8573
675	17827	8544
676	17865	8523
677	17922	8512
678	17954	8488
679	17988	8465
680	18022	8442
681	18053	8417
682	18080	8391
683	18102	8363
684	18127	8336
685	18149	8307
686	18177	8281
687	18203	8254
688	18263	8243
689	18289	8217
690	18323	8193
691	18351	8167
692	18372	8139
693	18393	8110
694	18416	8082
695	18451	8059
696	18476	8032
697	18500	8004
698	18527	7978
699	18548	7949
700	18569	7920
701	18592	7892
702	18623	7868
703	18648	7840
704	18669	7812
705	18692	7783
706	18725	7760
707	18746	7731
708	18776	7706
709	18805	7681
710	18829	7653
711	18849	7624
712	18910	7611
713	18950	7590
714	18976	7564
715	19010	7540
716	19034	7512
717	19076	7492
718	19113	7469
719	19138	7442
720	19161	7414
721	19185	7387
722	19219	7363
723	19245	7336
724	19279	7313
725	19305	7286
726	19330	7258
727	19356	7232
728	19382	7205
729	19412	7179
730	19436	7152
731	19462	7125
732	19498	7102
733	19520	7074
734	19549	7048
735	19582	7024
736	19605	6996
737	19627	6968
738	19659	6943
739	19691	6918
740	19727	6895
741	19753	6868
742	19794	6846
743	19825	6821
744	19858	6797
745	19882	6769
746	19912	6744
747	19942	6718
748	19969	6691
749	20005	6668
750	20033	6642
751	20076	6621
752	20108	6595
753	20147	6573
754	20174	6546
755	20205	6521
756	20235	6495
757	20260	6468
758	20294	6444
759	20323	6417
760	20349	6390
761	20373	6363
762	20403	6337
763	20436	6312
764	20464	6286
765	20506	6264
766	20535	6238
767	20568	6213
768	20603	6189
769	20628	6161
770	20656	6135
771	20685	6109
772	20709	6081
773	20728	6052
774	20751	6024
775	20775	5996
776	20804	5971
777	20831	5944
778	20855	5916
779	20906	5896
780	20936	5870
781	20984	5849
782	21008	5822
783	21038	5796
784	21060	5768
785	21089	5741
786	21117	5715
787	21143	5688
788	21167	5660
789	21218	5640
790	21241	5612
791	21276	5587
792	21307	5561
793	21346	5538
794	21370	5510
795	21393	5482
796	21423	5456
797	21445	5428
798	21470	5401
799	21498	5374
800	21534	5350
801	21560	5322
802	21600	5299
803	21625	5271
804	21672	5249
805	21704	5224
806	21730	5196
807	21769	5172
808	21803	5147
809	21833	5121
810	21854	5093
811	21879	5065
812	21906	5038
813	21937	5012
814	21960	4984
815	21997	4960
816	22037	4936
817	22070	4910
818	22099	4884
819	22143	4860
820	22175	4834
821	22220	4811
822	22247	4784
823	22281	4759
824	22305	4731
825	22332	4704
826	22356	4676
827	22380	4649
828	22406	4621
829	22436	4595
830	22462	4568
831	22493	4541
832	22526	4516
833	22562	4490
834	22628	4471
835	22654	4444
836	22682	4417
837	22701	4388
838	22741	4364
839	22776	4338
840	22798	4310
841	22829	4283
842	22871	4259
843	22897	4232
844	22916	4203
845	22940	4176
846	22977	4150
847	23005	4123
848	23029	4095
849	23051	4067
850	23081	4041
851	23109	4014
852	23137	3987
853	23187	3964
854	23214	3936
855	23242	3909
856	23268	3882
857	23299	3856
858	23321	3828
859	23343	3800
860	23373	3773
861	23396	3745
862	23433	3720
863	23456	3692
864	23492	3666
865	23520	3639
866	23548	3612
867	23577	3585
868	23600	3557
869	23626	3530
870	23654	3503
871	23676	3475
872	23702	3448
873	23729	3420
874	23782	3397
875	23802	3369
876	23826	3341
877	23860	3315
878	23894	3289
879	23929	3263
880	23956	3235
881	24010	3212
882	24033	3184
883	24065	3157
884	24092	3130
885	24122	3103
886	24142	3075
887	24166	3048
888	24199	3021
889	24230	2994
890	24252	2966
891	24275	2939
892	24320	2914
893	24347	2886
894	24381	2860
895	24414	2833
896	24439	2806
897	24469	2779
898	24497	2752
899	24542	2726
900	24575	2700
901	24608	2673
902	24632	2645
903	24661	2618
904	24687	2591
905	24708	2563
906	24750	2537
907	24780	2510
908	24810	2483
909	24829	2455
910	24865	2429
911	24891	2401
912	24920	2374
913	24946	2347
914	24966	2319
915	24996	2292
916	25021	2264
917	25042	2236
918	25063	2209
919	25085	2181
920	25110	2153
921	25135	2126
922	25168	2099
923	25198	2072
924	25238	2046
925	25267	2019
926	25291	1991
927	25321	1964
928	25343	1936
929	25375	1909
930	25407	1883
931	25436	1855
932	25462	1828
933	25486	1800
934	25517	1773
935	25551	1747
936	25583	1720
937	25606	1692
938	25637	1665
939	25658	1637
940	25687	1610
941	25710	1583
942	25735	1555
943	25760	1528
944	25782	1500
945	25812	1473
946	25842	1446
947	25864	1418
948	25886	1391
949	25918	1364
950	25951	1337
951	25973	1309
952	25996	1282
953	26030	1255
954	26056	1227
955	26083	1200
956	26104	1172
957	26129	1145
958	26151	1118
959	26186	1091
960	26209	1063
961	26232	1036
962	26255	1008
963	26277	981
964	26303	954
965	26345	927
966	26376	900
967	26399	872
968	26432	845
969	26454	818
970	26489	791
971	26515	763
972	26538	736
973	26578	709
974	26599	682
975	26627	654
976	26672	627
977	26724	601
978	26762	574
979	26804	547
980	26840	519
981	26871	492
982	26901	465
983	26923	437
984	26957	410
985	26982	383
986	27007	355
987	27051	328
988	27086	301
989	27111	273
990	27137	246
991	27159	219
992	27182	191
993	27214	164
994	27237	136
995	27259	109
996	27280	82
997	27305	54
998	27332	27
999	27378	0
