iter	Passed	Remaining
706	27996	11602
707	28035	11562
708	28059	11516
709	28101	11478
710	28149	11441
711	28185	11400
712	28219	11359
713	28240	11311
714	28265	11266
715	28289	11220
716	28326	11180
717	28369	11142
718	28413	11104
719	28455	11066
720	28493	11025
721	28532	10986
722	28569	10945
723	28599	10902
724	28641	10863
725	28666	10818
726	28698	10776
727	28723	10731
728	28756	10690
729	28805	10654
730	28858	10619
731	28901	10581
732	28928	10537
733	28961	10495
734	29024	10464
735	29063	10424
736	29107	10387
737	29141	10345
738	29189	10309
739	29233	10271
740	29273	10231
741	29311	10191
742	29337	10147
743	29365	10104
744	29389	10059
745	29435	10022
746	29472	9981
747	29500	9938
748	29533	9897
749	29562	9854
750	29608	9816
751	29652	9779
752	29703	9743
753	29743	9704
754	29788	9666
755	29815	9623
756	29851	9582
757	29896	9544
758	29946	9508
759	30013	9477
760	30156	9470
761	30205	9434
762	30242	9393
763	30282	9354
764	30324	9315
765	30370	9277
766	30412	9238
767	30449	9198
768	30487	9158
769	30526	9118
770	30566	9078
771	30626	9045
772	30667	9005
773	30706	8965
774	30748	8927
775	30794	8889
776	30833	8849
777	30873	8809
778	30911	8769
779	30953	8730
780	30989	8689
781	31033	8651
782	31075	8612
783	31124	8575
784	31187	8541
785	31232	8503
786	31270	8463
787	31311	8423
788	31349	8383
789	31397	8346
790	31435	8305
791	31480	8267
792	31519	8227
793	31562	8188
794	31614	8152
795	31664	8114
796	31710	8076
797	31745	8035
798	31767	7991
799	31803	7950
800	31848	7912
801	31888	7872
802	31928	7833
803	31978	7795
804	32018	7755
805	32052	7714
806	32096	7676
807	32142	7637
808	32207	7604
809	32251	7565
810	32306	7528
811	32354	7491
812	32383	7448
813	32433	7411
814	32474	7371
815	32512	7331
816	32569	7295
817	32610	7255
818	32653	7216
819	32699	7177
820	32735	7137
821	32780	7098
822	32824	7059
823	32864	7019
824	32908	6980
825	32948	6940
826	32992	6901
827	33032	6861
828	33073	6822
829	33125	6784
830	33161	6744
831	33202	6704
832	33280	6672
833	33320	6632
834	33366	6593
835	33403	6552
836	33452	6514
837	33490	6474
838	33531	6434
839	33573	6394
840	33615	6355
841	33660	6316
842	33696	6275
843	33731	6234
844	33760	6192
845	33789	6150
846	33811	6107
847	33843	6066
848	33876	6025
849	33913	5984
850	33960	5946
851	33982	5903
852	34015	5861
853	34039	5819
854	34064	5777
855	34098	5736
856	34148	5698
857	34201	5660
858	34270	5625
859	34307	5584
860	34348	5545
861	34406	5508
862	34442	5467
863	34485	5428
864	34527	5388
865	34571	5349
866	34632	5312
867	34691	5275
868	34734	5236
869	34777	5196
870	34817	5156
871	34854	5116
872	34893	5076
873	34936	5036
874	34983	4997
875	35023	4957
876	35063	4917
877	35119	4879
878	35170	4841
879	35210	4801
880	35249	4761
881	35343	4728
882	35386	4688
883	35427	4648
884	35468	4608
885	35507	4568
886	35549	4528
887	35608	4491
888	35647	4450
889	35696	4411
890	35738	4372
891	35788	4333
892	35824	4292
893	35878	4254
894	35924	4214
895	35965	4174
896	35997	4133
897	36028	4092
898	36084	4053
899	36136	4015
900	36196	3977
901	36231	3936
902	36281	3897
903	36418	3867
904	36488	3830
905	36531	3790
906	36573	3750
907	36616	3709
908	36650	3669
909	36689	3628
910	36741	3589
911	36784	3549
912	36828	3509
913	36867	3468
914	36900	3427
915	36939	3387
916	36982	3347
917	37017	3306
918	37053	3265
919	37090	3225
920	37135	3185
921	37183	3145
922	37237	3106
923	37274	3065
924	37323	3026
925	37370	2986
926	37410	2946
927	37463	2906
928	37518	2867
929	37575	2828
930	37616	2787
931	37663	2747
932	37706	2707
933	37746	2667
934	37782	2626
935	37819	2585
936	37858	2545
937	37888	2504
938	37931	2464
939	37986	2424
940	38025	2384
941	38064	2343
942	38115	2303
943	38145	2262
944	38182	2222
945	38208	2181
946	38236	2139
947	38291	2100
948	38335	2060
949	38363	2019
950	38387	1977
951	38413	1936
952	38456	1896
953	38532	1857
954	38578	1817
955	38623	1777
956	38672	1737
957	38711	1697
958	38738	1656
959	38769	1615
960	38799	1574
961	38845	1534
962	38883	1493
963	38924	1453
964	38982	1413
965	39025	1373
966	39075	1333
967	39118	1293
968	39175	1253
969	39228	1213
970	39265	1172
971	39302	1132
972	39344	1091
973	39384	1051
974	39423	1010
975	39469	970
976	39509	930
977	39570	890
978	39618	849
979	39644	809
980	39677	768
981	39704	727
982	39738	687
983	39761	646
984	39793	605
985	39849	565
986	39877	525
987	39925	484
988	39972	444
989	40018	404
990	40056	363
991	40094	323
992	40144	282
993	40180	242
994	40215	202
995	40250	161
996	40306	121
997	40334	80
998	40356	40
999	40388	0
