iter	Logloss
0	0.5338874949
1	0.4320311823
2	0.3642908326
3	0.3158955813
4	0.2794128874
5	0.2561659948
6	0.2393137281
7	0.2270633246
8	0.2152380513
9	0.206866094
10	0.2007312558
11	0.1936991803
12	0.1901463364
13	0.1868583889
14	0.1840922694
15	0.1818876539
16	0.1785327194
17	0.1768367863
18	0.1744357
19	0.1727257303
20	0.1715779704
21	0.170153477
22	0.1687428702
23	0.1675645543
24	0.1666555003
25	0.1655177386
26	0.1647849069
27	0.1638936289
28	0.163053097
29	0.162027402
30	0.1613457838
31	0.1607542789
32	0.1603519193
33	0.1598591531
34	0.1590337005
35	0.1585845702
36	0.1582219112
37	0.1578582844
38	0.1574112656
39	0.1569985926
40	0.156679448
41	0.1560541671
42	0.1558294318
43	0.1556207803
44	0.1553278487
45	0.1550871743
46	0.1549303548
47	0.1546821548
48	0.1543570254
49	0.1541554473
50	0.1539560268
51	0.1537838281
52	0.1536136691
53	0.1532913127
54	0.1531241048
55	0.1529315841
56	0.1528060917
57	0.1526231386
58	0.1524883282
59	0.1522891206
60	0.1519735061
61	0.1518684774
62	0.1516762493
63	0.1514528898
64	0.151241126
65	0.1511604769
66	0.1510304909
67	0.150895266
68	0.1507816606
69	0.1506450174
70	0.1505393525
71	0.1503553816
72	0.150270544
73	0.1501889277
74	0.1499773343
75	0.1498554002
76	0.1498542981
77	0.1497831081
78	0.1497091984
79	0.1496453816
80	0.1495767725
81	0.1494875151
82	0.1494127282
83	0.1493134809
84	0.1492377463
85	0.1491312963
86	0.1489999438
87	0.1489439854
88	0.14887596
89	0.1487958067
90	0.1487818507
91	0.1487316572
92	0.148674764
93	0.1485755913
94	0.1484685727
95	0.1483972026
96	0.1483455238
97	0.1482980389
98	0.1482316213
99	0.1481451488
100	0.1480488695
101	0.1480067019
102	0.1479503581
103	0.1479191896
104	0.1478082906
105	0.1477610741
106	0.1477107692
107	0.1476760537
108	0.147582823
109	0.1475130446
110	0.1474675345
111	0.1474144449
112	0.1472997695
113	0.1472491303
114	0.1472055808
115	0.1471776435
116	0.1470546802
117	0.147004954
118	0.1469658411
119	0.146930452
120	0.146922666
121	0.1469157679
122	0.1468487685
123	0.1468332561
124	0.1467811354
125	0.1466794188
126	0.1466159799
127	0.1464993242
128	0.1464322132
129	0.1463788736
130	0.1463784325
131	0.1462449815
132	0.1462262124
133	0.1461717726
134	0.1461246645
135	0.1460947974
136	0.1460407674
137	0.1460323217
138	0.146018967
139	0.1459285227
140	0.1458733664
141	0.1457700667
142	0.1457297194
143	0.1457105098
144	0.1456493029
145	0.1456194711
146	0.1455784047
147	0.1455402281
148	0.1454948692
149	0.1454644933
150	0.1454338411
151	0.1453942557
152	0.1453114446
153	0.1452224595
154	0.145172235
155	0.1451604034
156	0.145081722
157	0.1450792781
158	0.1450364453
159	0.1450180564
160	0.1449619863
161	0.1449413608
162	0.1449295846
163	0.1448733209
164	0.1448321907
165	0.1447880106
166	0.1447373234
167	0.1447226257
168	0.1446291985
169	0.1445341888
170	0.1444750286
171	0.1443985982
172	0.1443735606
173	0.1443072229
174	0.1442666682
175	0.1441691967
176	0.1441449649
177	0.1440348611
178	0.1439831228
179	0.1439370678
180	0.1439133252
181	0.1439029994
182	0.1438221244
183	0.1437708102
184	0.1437360852
185	0.1437102727
186	0.1436817048
187	0.1436735222
188	0.1436492888
189	0.1435564073
190	0.1434928557
191	0.1434565853
192	0.1434159068
193	0.1433979523
194	0.1433932152
195	0.1433802708
196	0.1433763395
197	0.1432856488
198	0.1432665105
199	0.1432558857
200	0.1432176811
201	0.1431995042
202	0.1431814897
203	0.1431208988
204	0.143085481
205	0.1430751024
206	0.1430596258
207	0.1430220742
208	0.1429958927
209	0.1429639239
210	0.1429445355
211	0.1428766901
212	0.1428468406
213	0.1428203935
214	0.1427999402
215	0.1427261882
216	0.142719562
217	0.1426921341
218	0.1426680671
219	0.1426113586
220	0.1425854251
221	0.1425500372
222	0.1425244564
223	0.1424935791
224	0.1424515706
225	0.1424174332
226	0.1424010072
227	0.1423516759
228	0.1423302097
229	0.1422537503
230	0.1422378759
231	0.1421638719
232	0.1421359902
233	0.1420584194
234	0.1420407253
235	0.1420169333
236	0.1419719518
237	0.1419606495
238	0.1418989255
239	0.1418914782
240	0.1418792237
241	0.1418751706
242	0.1418509021
243	0.1417925139
244	0.1417778833
245	0.1417400544
246	0.1417334788
247	0.1416874876
248	0.1416775573
249	0.1416280992
250	0.1415532269
251	0.1415200361
252	0.1414999688
253	0.1414783952
254	0.1414639382
255	0.1414369753
256	0.1413960254
257	0.1413642434
258	0.1413207147
259	0.1412817478
260	0.1412689615
261	0.1412245386
262	0.141188253
263	0.1411417611
264	0.141108849
265	0.141083694
266	0.1410748357
267	0.1410319861
268	0.1410256072
269	0.1409675321
270	0.1409344149
271	0.1409308673
272	0.1408831909
273	0.1408592781
274	0.1408405833
275	0.1408366112
276	0.1408217347
277	0.1408034941
278	0.1407268463
279	0.1406929684
280	0.1406777329
281	0.1406017573
282	0.1405674428
283	0.1405295799
284	0.1404922447
285	0.1404599777
286	0.1404076386
287	0.1403582838
288	0.1403224068
289	0.1402626407
290	0.1402072668
291	0.1401594176
292	0.1400810543
293	0.140045372
294	0.1400057042
295	0.1399750497
296	0.1399687109
297	0.1399552748
298	0.1399329984
299	0.1399198235
300	0.1399026876
301	0.139850523
302	0.1398071667
303	0.1397920758
304	0.1397629388
305	0.1397499
306	0.1397180481
307	0.1396885755
308	0.1396471575
309	0.1396374619
310	0.1396164801
311	0.139572144
312	0.1395261137
313	0.1395183173
314	0.1394770248
315	0.1394582175
316	0.1394555174
317	0.1394434193
318	0.1393901325
319	0.1393834395
320	0.1393591544
321	0.1393363518
322	0.1393012712
323	0.1392533464
324	0.1392185963
325	0.1391386585
326	0.1391224201
327	0.1390903313
328	0.1390568658
329	0.1390196129
330	0.1389811355
331	0.1389657559
332	0.1389577936
333	0.138920133
334	0.1389086308
335	0.1388929271
336	0.1388399338
337	0.1388121107
338	0.1387908442
339	0.1387659266
340	0.1387120967
341	0.1386909342
342	0.1386647462
343	0.138620891
344	0.1386144666
345	0.1385760087
346	0.1385147614
347	0.1385088256
348	0.13846009
349	0.1384547411
350	0.1384479117
351	0.1384416502
352	0.1384365463
353	0.13839672
354	0.1383834067
355	0.1383709121
356	0.1383621258
357	0.1383365186
358	0.138318315
359	0.1382852767
360	0.1382799242
361	0.1382737069
362	0.1382592579
363	0.1382571162
364	0.1382240929
365	0.1381799862
366	0.1381581479
367	0.1381058283
368	0.1380709429
369	0.1380088187
370	0.1379890254
371	0.1379263205
372	0.1379186803
373	0.137882699
374	0.1378516878
375	0.1377979894
376	0.1377377624
377	0.1376933593
378	0.1376076127
379	0.1375972275
380	0.1375615076
381	0.1375412788
382	0.1375041251
383	0.1374989536
384	0.1374701387
